,road1,road2,road5,road6,road7,road8,road9,road10,road11,road12,road13,road14,road15,road16,road17,road18,road19,road20,road21,road22,road23,road24,road25,road26,road27,road28,road29,road30,road31,road32,road34,road35,road36,road37,road38,road39,road40,road41,road42,road43,road44,road45,road47,road48,road49,road50,road51,road52,road53,road54,road55,road56,road57,road58,road59,road60,road62,road63,road64,road65,road66,road67,road68,road69,road70,road71,road72,road73,road74,road75,road76,road77,road78,road79,road81,road82,road83,road84,road85,road86,road87,road88,road89,road90,road91,road92,road93,road94,road95,road96,road98,road99,road100,road101,road102,road104,road105,road106,road107,road108,road109,road110,road111,road113,road114,road115,road116,road117,road118,road119,road120,road121,road122,road123,road125,road126,road127,road128,road129,road132
road109,0.061403543,0.133657733,0.119171885,0.13321424,0.128320363,0.024987454,0.067620814,0.116714875,0.180449743,0.01537875,0.024971957,0.241439308,0.22361369,0.037077082,0.046461376,0.2072016,0.095572969,0.340479941,0.08505558,0.063177132,0.067854877,0.004471221,0.106341434,0.227656038,0.087605458,0.130412491,0.160250195,0.122414375,0.128608472,0.258961354,0.074570551,0.080112158,-0.013488838,0.077466784,0.26494366,0.105115122,0.042560328,0.173456623,0.432656326,0.031791547,0.213051183,0.169021719,0.159199967,0.091937279,0.170237719,0.093896404,0.156057016,0.147108937,0.084731539,0.141433046,0.16499563,0.128920046,0.116466953,0.122529959,0.151955674,0.04885597,0.257556246,0.086952495,0.3752879,0.245647986,0.133176453,0.307867085,0.134573526,0.248112732,0.071796371,0.026012317,0.244508142,0.163344358,0.147064537,0.050530329,0.10454596,0.184791521,0.311376758,0.047689628,0.143863713,0.083730734,0.073984631,0.082676692,0.058792708,0.009287428,0.206570063,0.074681078,0.164606075,0.103158644,0.037877001,0.004817856,0.072840734,0.054011863,0.019538233,0.088184587,0.062609706,0.101973478,0.052941575,0.074901005,0.246404243,0.062810747,0.141340179,0.229843441,0.132072571,0.166621907,1,0.099315629,0.175494154,0.123699253,0.182759308,0.157738477,0.069222146,0.170277217,0.017361492,0.077386134,0.064843999,0.14147676,0.06724722,0.005159367,0.208832979,0.32291197,0.102205542,0.21924288,0.105584969,0.101932546
road110,0.036113114,0.019061435,0.075259244,0.036933977,0.043749477,0.007138832,0.017194996,0.039320072,0.051862972,0.00329687,0.008720912,0.042904606,0.037833217,0.014269562,0.022309646,0.066685182,0.066919871,0.122628784,0.030549454,0.023001726,0.033255553,0.002192369,0.05047967,0.055346448,0.027424698,0.046565667,0.057740302,0.056971467,0.042450234,0.066341093,0.035499969,0.033961818,-0.017624726,0.034838514,0.022238197,0.024723656,0.012632947,0.065523487,0.07643845,0.009764834,0.019931424,0.040301887,0.051133876,0.023462087,0.039936804,0.038590536,0.064039446,0.057435598,0.040461906,0.019603635,0.065786317,0.046027491,0.052233597,0.030731607,0.050013589,0.033183412,0.067306667,0.035788996,0.089606903,0.049496849,0.032961034,0.077535979,0.221174876,0.067483194,0.02850078,0.009251131,0.052368023,0.036386043,0.066260278,0.044246516,0.021772499,0.052615395,0.036831266,0.041595832,0.058497434,0.1656708,0.036590125,0.02191756,0.061572601,0.003106525,0.077753708,0.025353732,0.044110354,0.041556126,0.017705492,0.026546279,0.024566103,0.020874491,0.011453641,0.040189599,0.027313825,0.053851841,0.0299782,0.041600025,0.04194509,0.027515438,0.042438873,0.053068056,0.046283165,0.050131212,0.099315629,1,0.054138493,0.029589167,0.036298906,0.036992004,0.036061088,0.045874042,0.009407587,0.060170211,0.0242217,0.032776004,0.032542018,0.005920937,0.066961786,0.09968478,0.036913503,0.063349997,0.03594819,0.042660007
road111,0.039345296,0.149036702,0.073263298,0.157825239,0.069175658,0.005332549,0.067526009,0.068800468,0.081190348,0.004796911,0.025135367,0.164451901,0.163820097,0.091972345,0.023064253,0.189474442,0.064667951,0.197938203,0.103259777,0.029850092,0.033314738,-0.001087615,0.030449831,0.185614767,0.050888731,0.151845275,0.063432257,0.103448888,0.072946138,0.141984463,0.081518986,0.040414231,0.009499672,0.045863277,0.189596328,0.065217497,0.040155539,0.173762478,0.221291521,-0.002947357,0.198325473,0.269606344,0.086014037,0.052754361,0.151284542,0.087274136,0.077468856,0.106077898,0.062015409,0.091392966,0.087592432,0.095672308,0.069700904,0.068400014,0.07947713,0.061644601,0.209933193,0.029690788,0.278978846,0.258594083,0.331865476,0.186138693,0.083415993,0.171815429,0.036639445,0.02108223,0.125874721,0.076971038,0.089698106,0.014089246,0.10752684,0.11909258,0.193800377,0.046759682,0.076927257,0.050580011,0.048037754,0.03328773,0.015516145,0.061412004,0.143844492,0.078214518,0.123239041,0.044169568,0.077735958,0.041082216,0.058553286,0.08991269,0.05302084,0.089387925,0.070260353,0.051357201,0.071829086,0.042201588,0.163805639,0.036091318,0.086424113,0.216742429,0.084126591,0.111268468,0.175494154,0.054138493,1,0.061639635,0.168456684,0.088143492,0.004299523,0.171701627,0.007781294,0.05642677,0.060775869,0.111401539,0.031382978,0.003612416,0.109283097,0.191510027,0.047963228,0.122530935,0.067125739,0.064547304
road113,0.009428462,0.076786844,0.038884046,0.072102032,0.048116773,0.016796756,0.029222221,0.046513652,0.09114141,0.008363168,0.022893801,0.228658078,0.269385117,0.005915816,0.031240474,0.074519578,0.041228227,0.129167865,0.022069802,0.017790486,0.016923176,0.001908733,0.14740071,0.367771382,0.033565483,0.040101165,0.326623534,0.060212946,0.054356295,0.178887966,0.025706808,0.002412059,-0.00423414,0.026227309,0.215468275,0.126110484,0.029892317,0.047061187,0.156779227,0.004055857,0.22260251,0.10881902,0.039135987,0.033976257,0.065988865,0.042407606,0.044750815,0.054880074,0.034798909,0.175180872,0.052073736,0.044394574,0.050198256,0.099264906,0.086647433,0.0156955,0.081361356,0.026459069,0.122695543,0.127930859,0.087767722,0.216344153,0.044801486,0.08437781,0.037903888,0.002272438,0.207490388,0.0648573,0.046528655,0.012094418,0.045143317,0.098080763,0.157805811,0.031961704,0.05252465,0.051149532,0.029505655,0.009127554,0.017958958,0.015037892,0.034020899,0.011672628,0.56509659,0.280264487,0.006995656,0.065435974,0.02576585,0.015123826,0.01369534,0.016451776,0.020074929,0.0489914,0.01783864,0.015010694,0.274381467,0.026499585,0.037124059,0.091784423,0.035405133,0.132784591,0.123699253,0.029589167,0.061639635,1,0.071531587,0.050954118,0.015640448,0.086518506,0.007097677,0.02881353,0.026774533,0.101603505,0.013642674,0.012051459,0.05385616,0.166725909,0.032925568,0.096381444,0.041546368,0.036696615
road114,0.019173499,0.627318571,0.055899316,0.093847951,0.049391926,-0.00512692,0.206603764,0.071159642,0.080705231,0.010220283,0.03213935,0.196164945,0.199565167,0.050112669,0.005439427,0.197476387,0.047581418,0.190672269,0.043552349,0.026013937,0.039300184,-0.007585086,0.026618419,0.19194275,0.05164516,0.079500548,0.048192505,0.046350231,0.048520718,0.238258717,0.04664195,0.008605756,0.017116862,0.023679357,0.268034232,0.065019893,0.041132801,0.112027045,0.301541725,0.004295238,0.212903943,0.199418114,0.116515774,0.065497577,0.167883693,0.063274145,0.104578194,0.112783268,0.05552504,0.130916445,0.114278481,0.077705491,0.047101374,0.049510669,0.046591815,0.037686406,0.570512133,0.049932729,0.259190979,0.240541467,0.183660631,0.217023561,0.067125721,0.176135973,0.034606036,-0.003032934,0.206592689,0.086673415,0.071066107,0.00768144,0.109103244,0.107460944,0.280228656,0.015431471,0.057076263,0.027807245,0.028986884,0.023662093,0.005639921,0.036427068,0.137333789,0.08518438,0.119895825,0.037586943,0.033189086,0.039946342,0.060041903,0.068117016,0.021093082,0.064596666,0.04190267,0.023175551,0.044227338,0.026073409,0.178339032,0.012958795,0.112733261,0.196136744,0.055985727,0.134245795,0.182759308,0.036298906,0.168456684,0.071531587,1,0.077378638,0.006606998,0.116236772,0.015785724,0.048665657,0.050177678,0.106203503,0.046791928,0.001611987,0.080090854,0.263822194,0.085168997,0.303718723,0.046834966,0.091002408
road115,0.033477594,0.035053129,0.054816927,0.18795231,0.063201994,0.005788366,0.015977928,0.064218866,0.059266445,0.002539072,0.016209088,0.094554291,0.100015471,0.007888316,0.025664025,0.121814431,0.05020574,0.157819494,0.036017022,0.03636991,0.053765656,0.015237677,0.055487247,0.117966858,0.052509028,0.123698792,0.083091883,0.069315485,0.056666454,0.126614713,0.055354677,0.037623124,-0.019885277,0.034665221,0.101112958,0.029071528,0.021017748,0.124768542,0.182704682,0.012869805,0.087206697,0.117725967,0.066852426,0.043595565,0.113717857,0.060894635,0.066428624,0.076542146,0.060350851,0.08039868,0.072473268,0.068821102,0.066186637,0.0476421,0.043860096,0.065100493,0.120201544,0.047463471,0.197228608,0.156856234,0.111027334,0.135322344,0.067549872,0.156160351,0.038279162,-0.001395768,0.122562587,0.059906318,0.070438719,0.017624852,0.054233971,0.432644032,0.121489642,0.032390602,0.07582724,0.030752648,0.034167976,0.025262931,0.034271905,-0.001116343,0.135746273,0.090010665,0.075964187,0.048283819,0.005356232,0.025972751,0.03235007,0.031200699,0.014423593,0.092685575,0.075640741,0.138205118,0.079947055,0.037498976,0.096876279,0.037990883,0.082671487,0.136163127,0.071147489,0.09528126,0.157738477,0.036992004,0.088143492,0.050954118,0.077378638,1,0.027398755,0.359705628,0.007137294,0.049423871,0.066139898,0.102725017,0.041659176,0.010734722,0.314164897,0.160148937,0.050720469,0.059731027,0.056344038,0.040146806
road116,0.091853834,0.010557508,0.033270617,0.021345451,0.046366584,0.026827974,0.024696917,0.017372601,0.032956713,0.048513704,0.017361693,0.008541328,0.005946309,0.022410792,0.288421192,0.022869056,0.028713859,0.059748175,0.039277846,0.04664391,0.011244726,0.004628014,0.031583081,0.002126412,0.025685817,0.043994482,0.072304107,0.090881447,0.046022836,0.013395587,0.022494352,0.018000621,0.013178868,0.233935251,-0.002689515,0.02535503,0.045810511,0.040769161,0.033631333,0.015630586,-0.008794936,0.015026792,0.040639517,0.015995182,0.023718409,0.065488957,0.0465176,0.02823598,0.016158408,0.007488881,0.045048062,0.02546652,0.036955273,0.054205189,0.068462932,0.019400008,0.035627816,0.033723444,0.058834791,0.015978056,0.012350528,0.032591824,0.041501477,0.044953277,0.094109986,0.006508064,0.011872632,0.015670217,0.032678511,0.015590298,0.034396656,0.035931581,0.00541376,0.016755271,0.031776403,0.025394075,0.004966643,0.00502175,0.017106844,0.032285239,0.062309985,0.036690721,0.013222049,0.028378713,0.022865111,0.014323292,0.017560435,0.002696683,0.01844457,0.050771441,0.020896532,0.022774737,0.028996445,0.35478779,0.009726369,0.043069136,0.046736536,0.02775609,0.040042449,0.01351559,0.069222146,0.036061088,0.004299523,0.015640448,0.006606998,0.027398755,1,0.021263569,0.051983892,0.002372815,0.018432853,0.002412817,0.048937811,0.015089638,0.055803101,0.024603101,0.026340563,0.034682964,0.070084285,0.012331836
road117,0.032637043,0.08549937,0.078501927,0.58463251,0.076443919,0.003355122,0.043702781,0.05791842,0.061971272,-0.003374034,0.01123412,0.189252625,0.17447251,0.024309579,0.024070443,0.141263937,0.057846213,0.157153853,0.031332604,0.023361018,0.099381162,-0.000488143,0.072929449,0.134428275,0.067591846,0.383744545,0.100360211,0.06947113,0.06116556,0.143047901,0.097953819,0.035379724,-0.001933908,0.04289355,0.229805508,0.103413325,0.04970197,0.240234348,0.228239273,0.004331572,0.20731931,0.161606331,0.090001724,0.054938792,0.137789936,0.075784898,0.085638505,0.077345592,0.061115918,0.144821064,0.067138025,0.07277484,0.067871176,0.104716482,0.060828812,0.06319636,0.143539638,0.055088197,0.229473898,0.204770394,0.202186563,0.179201109,0.07061228,0.156504526,0.039434764,0.015618776,0.159309888,0.08286199,0.068513791,0.020331621,0.127025905,0.601892672,0.195286322,0.033867232,0.076457811,0.052991254,0.045220996,0.027138818,0.022012235,0.015955692,0.14459265,0.102437485,0.091615611,0.06436956,0.022592957,0.024552478,0.045494449,0.040625414,0.025593885,0.101577324,0.08167123,0.044019389,0.077570484,0.027270641,0.177352863,0.076282515,0.078151236,0.189701457,0.066031164,0.115486317,0.170277217,0.045874042,0.171701627,0.086518506,0.116236772,0.359705628,0.021263569,1,0.004804587,0.046827934,0.074250993,0.212302077,0.073024742,0.011379907,0.282313695,0.171481875,0.065064229,0.107335463,0.069518065,0.042059337
road118,0.025849281,0.005430013,0.005142669,0.00643939,0.014209753,0.010079242,0.01417643,0.002902519,0.006698899,0.006691035,-0.002684567,0.003474144,0.003513816,0.003160668,0.016094921,0.009686365,0.007993183,0.018591061,0.005286494,-0.002051484,0.005122274,0.004432211,0.005765556,0.00361845,0.001571679,0.011057638,0.005845946,0.007272398,0.013252979,0.004465302,0.011289635,0.005233783,-0.002576718,0.028711636,0.00363015,0.015769137,0.00699864,0.008270324,0.008843074,-0.003751589,0.006814688,0.00923083,0.019179711,0.017308273,0.008956167,0.010492899,0.006567393,0.007900748,0.005082483,0.004611498,0.011139027,0.00509801,0.011397345,0.007647268,0.013492008,0.002544672,0.013121629,0.0168092,0.022351579,0.013146198,0.010783897,0.006823126,0.008836935,0.010734895,0.078911404,-0.003302317,0.004132419,0.002591584,0.010245461,0.002629547,0.00268935,0.006221141,0.003274173,0.003793059,0.006545103,0.006217245,0.003616081,-0.003825872,0.000633382,-0.000394365,0.021321332,0.004109672,0.001180504,0.004632054,0.004470242,0.005653459,0.001966186,0.006649797,0.002503582,0.006448201,0.002759901,0.00916529,0.004647374,0.102640619,0.003458055,0.007839325,0.007030388,0.018115536,0.009821566,0.009023353,0.017361492,0.009407587,0.007781294,0.007097677,0.015785724,0.007137294,0.051983892,0.004804587,1,0.007399619,0.001564749,0.003277946,0.011393538,0.002440153,0.00952537,0.009872196,0.00576877,0.006626062,0.011811805,0.002892273
road119,0.026214323,0.023592729,0.120990217,0.033647433,0.046735415,0.008374157,-0.000225848,0.050915227,0.032674802,0.000133475,0.009812875,0.057778828,0.046280102,0.030176519,0.018075854,0.069062118,0.223319333,0.111164536,0.03902406,0.017717061,0.027904,0.002129199,0.040034189,0.056796406,0.041979059,0.042018371,0.047842512,0.025929847,0.038181785,0.066065536,0.025299465,0.018793493,-0.017959151,0.021707147,0.041012055,0.023392117,0.010896373,0.066228496,0.097904886,0.017992842,0.025890916,0.060326912,0.040719125,0.04161443,0.062035337,0.030663176,0.037584411,0.072045838,0.033310166,0.028754086,0.031304454,0.042346144,0.036626854,0.034952991,0.038291376,0.024433807,0.069320021,0.03638588,0.106449585,0.076943664,0.052150747,0.074629377,0.164258064,0.084956563,0.031230358,0.011320656,0.050787874,0.034357904,0.075236294,0.01555557,0.02141897,0.052274439,0.060471132,0.023454872,0.055542313,0.042171757,0.041034197,0.020799913,0.020394115,0.015599164,0.060968993,0.034385146,0.048110833,0.03490548,0.021961081,0.015044631,0.042832958,0.028268247,0.004068879,0.041826363,0.034466914,0.032380453,0.029919429,0.019114411,0.048886364,0.018680984,0.043076437,0.072259296,0.049484547,0.036538738,0.077386134,0.060170211,0.05642677,0.02881353,0.048665657,0.049423871,0.002372815,0.046827934,0.007399619,1,0.033110354,0.014749202,0.023586533,0.001030325,0.055847193,0.095743379,0.021780765,0.050214092,0.027175458,0.016241381
road120,0.019237715,0.041600801,0.042661194,0.045982477,0.043432341,-0.014460015,0.020679627,0.048897675,0.02721197,0.003168616,-0.019670829,0.06298239,0.065612835,0.018598005,0.022837734,0.119389603,0.040148112,0.094656022,-0.002936817,0.004778693,0.064823662,0.009362444,0.021491688,0.055735284,0.040198511,0.049307797,0.0296587,0.0188494,0.031963377,0.076115864,0.029968176,0.016841898,-0.004292603,0.041643281,0.056380039,0.029981357,0.031010973,0.093112146,0.087022091,-0.004056499,0.043472709,0.074508915,0.055772554,0.039783389,0.091935329,0.03504731,0.056963393,0.055855357,0.119789142,0.048374465,0.035931886,0.033567691,0.041007354,0.032898501,0.030789066,0.39008958,0.061252346,0.010360903,0.098489264,0.084379451,0.068307908,0.088793998,0.030928712,0.095562486,0.033942992,0.041770346,0.068704321,0.035630066,0.029178521,0.006228575,0.049425617,0.076112886,0.068401833,0.006570805,0.047370702,0.035250034,0.050066307,0.026717135,0.018610054,0.014829634,0.212167334,0.308916239,0.0312045,0.01168842,0.010758585,0.008103946,0.048734741,0.04127288,0.009404323,0.358330638,0.552492227,0.02914542,0.436078125,0.021786549,0.074013298,0.055557977,0.029270028,0.074329933,0.056480284,0.055361575,0.064843999,0.0242217,0.060775869,0.026774533,0.050177678,0.066139898,0.018432853,0.074250993,0.001564749,0.033110354,1,0.037849709,0.023352076,0.003105247,0.066735804,0.103220234,0.025877459,0.032169591,0.032734152,0.016812014
road121,0.017537077,0.083533314,0.030296518,0.175481965,0.031975335,0.007743208,0.036561309,0.041678486,0.075270628,0.023012097,0.026762213,0.181285375,0.187377754,0.0034177,0.014395599,0.071535699,0.028665271,0.095834555,0.017844567,0.028294748,0.036620735,0.007852985,0.052880451,0.126067493,0.028198683,0.11075156,0.080440662,0.039917611,0.036533113,0.104608831,0.015272105,0.018361453,-0.00207779,0.019088818,0.267028534,0.097566329,0.005620799,0.098711173,0.187851288,-0.006847206,0.313672168,0.142690956,0.047369624,0.043573554,0.076871837,0.026759475,0.042201221,0.053817112,0.036677092,0.237481493,0.04663154,0.037136187,0.034196569,0.092993021,0.076342385,0.0231799,0.103377511,0.006600414,0.135490269,0.142667887,0.115079924,0.173600571,0.042648056,0.088510407,0.00724776,0.018727836,0.123994864,0.056927306,0.033357136,0.007679657,0.079858103,0.210608245,0.204239314,0.031055909,0.04207951,0.024338953,0.022057348,0.025091199,0.00214351,0.00148681,0.057072129,0.029268984,0.124253859,0.056068287,0.005580206,0.02930283,0.027625795,0.033582099,0.008109599,0.03573055,0.036939988,0.040285576,0.02580054,0.019303862,0.190074135,0.019353612,0.053921597,0.105952781,0.035496633,0.097368314,0.14147676,0.032776004,0.111401539,0.101603505,0.106203503,0.102725017,0.002412817,0.212302077,0.003277946,0.014749202,0.037849709,1,0.015819247,0.005513829,0.104243737,0.110880379,0.033603293,0.092855245,0.040587877,0.026579313
road122,0.019939859,0.060933484,0.034258069,0.069609885,0.03585085,0.038954552,0.136554715,0.019725808,0.032329097,-0.017024155,-0.009736418,0.026309515,0.028534254,0.019244423,0.03560994,0.11139571,0.021398483,0.085712305,0.009865673,-0.000831486,0.240601501,0.072252316,0.038007798,0.026006421,0.095479912,0.112704718,0.036222057,0.036816135,0.052095424,0.046954443,0.102020309,0.011081305,0.009609664,0.047746559,0.022225203,0.020961232,0.033451554,0.069834896,0.068208321,0.011039545,0.012088626,0.040766621,0.038939369,0.040387634,0.048222171,0.028736651,0.036059959,0.027893997,0.031487472,0.028675424,0.061102581,0.037787377,0.03240251,0.024724205,0.029068095,0.029007419,0.059691681,0.38546966,0.084232898,0.050552411,0.021503982,0.04604146,0.043339416,0.057503957,0.039680493,0.014755743,0.04459326,0.023544384,0.039140825,0.006079155,0.026797377,0.0576547,0.035821128,0.031123761,0.04185641,0.02602374,0.029451736,0.010447042,0.019738841,0.006041696,0.048900715,0.025765523,0.015929027,0.021011484,0.017709799,0.006957884,0.045948718,0.014446573,0.026723569,0.032058704,0.028233488,-0.02160925,0.022476786,0.030509532,0.037659229,0.069551747,0.21001908,0.081576089,0.031042141,0.033427501,0.06724722,0.032542018,0.031382978,0.013642674,0.046791928,0.041659176,0.048937811,0.073024742,0.011393538,0.023586533,0.023352076,0.015819247,1,0.049010725,0.077241711,0.062897872,0.025668959,0.051554658,0.047018027,-0.00178867
road123,0.002583554,-0.007482616,0.004848639,7.3448E-05,0.00068712,-0.002454215,0.001029252,0.003814854,-0.004494877,0.007274165,-0.008737036,0.011272463,0.003501622,-0.009756419,0.004019027,0.018611909,0.000854863,0.014811679,0.000469553,0.00443143,0.021450751,0.198264716,0.020445193,0.024680124,0.012332631,-0.005805531,0.015724883,0.005730023,-0.004546036,0.014830048,0.008376337,-0.009284319,-0.018027559,0.027907384,0.004362467,0.009395416,0.005042917,-0.007450061,0.013001239,0.001468742,0.011478918,-0.001501423,0.033528203,0.007281985,0.004448747,-0.001003158,0.05015043,0.006302225,-0.004269992,0.024642237,0.000612783,0.001509242,-0.001285553,-0.000838848,0.012421732,-0.000696131,0.007308685,0.020872321,0.020163766,0.005437346,-0.002015354,0.013822611,0.002703342,0.007939456,0.013743057,0.000459906,0.012813233,0.003393266,0.008155676,0.003567092,0.000751928,0.014716182,0.009383617,0.004849143,0.006451981,-0.000722508,0.000472484,0.009799334,0.00283576,-0.009337543,-0.005174301,0.006416095,0.024660342,-0.000899265,-0.005546441,-0.001529425,0.010409654,0.007789898,-0.003960155,0.003123499,0.002262345,0.011633275,0.003774937,0.013767385,0.004469305,0.00016144,0.014504124,0.013597178,0.003652566,0.002529731,0.005159367,0.005920937,0.003612416,0.012051459,0.001611987,0.010734722,0.015089638,0.011379907,0.002440153,0.001030325,0.003105247,0.005513829,0.049010725,1,0.011824294,0.016380809,0.011083685,-0.000148112,0.011519386,-0.00243374
road125,0.050293881,0.036945904,0.088862321,0.147252082,0.094518458,0.012667492,0.027823198,0.094652444,0.079068549,0.008805299,0.019744544,0.087030737,0.082799872,0.018932102,0.045184075,0.155382693,0.075542356,0.20289571,0.061426848,0.024406505,0.06121523,0.015747234,0.079809085,0.108591841,0.074253336,0.122906084,0.115184627,0.081523424,0.098090389,0.123992479,0.064596283,0.064496225,-0.028083905,0.056098857,0.084627048,0.034975373,0.020821929,0.150847727,0.200792429,0.032477415,0.064709016,0.091412469,0.098073626,0.07096703,0.126411077,0.071761534,0.100999569,0.106518857,0.076870189,0.067504668,0.110634943,0.097507647,0.0897354,0.06180166,0.084560021,0.054660619,0.156725321,0.063118731,0.237797622,0.143189746,0.081433675,0.147349525,0.100301391,0.180300935,0.055509751,0.012904543,0.111517583,0.075887305,0.11117812,0.026933423,0.076094703,0.352641747,0.121866241,0.054900641,0.11318712,0.059593707,0.057289909,0.056648453,0.039617284,0.005799158,0.170637312,0.090182973,0.080093177,0.05898045,0.029070726,0.036149714,0.050636093,0.025520604,0.01241204,0.099743164,0.088352168,-0.008851542,0.083644384,0.062460145,0.095816764,0.057964507,0.120343839,0.144880616,0.095767261,0.088020615,0.208832979,0.066961786,0.109283097,0.05385616,0.080090854,0.314164897,0.055803101,0.282313695,0.00952537,0.055847193,0.066735804,0.104243737,0.077241711,0.011824294,1,0.171935553,0.068563725,0.079512897,0.076160965,0.062875622
road126,0.046648441,0.192976857,0.138997699,0.111798353,0.130686663,0.027795454,0.047525566,0.133756312,0.193953523,0.017601022,0.025417972,0.318627616,0.308392383,0.034305347,0.021844098,0.285363058,0.110961715,0.633174537,0.055735549,0.068726748,0.079191372,-0.01293694,0.113462753,0.482787643,0.100590742,0.087205425,0.157962983,0.073805464,0.098152177,0.809533318,0.061821152,0.0217441,-0.009240502,0.047937168,0.304074918,0.107705804,0.048673727,0.166144858,0.480011009,0.034888687,0.226297306,0.277184443,0.133620127,0.093064996,0.286560277,0.092823506,0.133458732,0.17444057,0.09513694,0.162298547,0.097531261,0.131737808,0.118429988,0.089472211,0.121318257,0.060716165,0.336702013,0.073914452,0.414268612,0.35758353,0.230309747,0.430932457,0.122143303,0.339212153,0.06850672,0.024165234,0.64615301,0.166814134,0.125612253,0.041764991,0.159953018,0.196344401,0.382612024,0.091514195,0.15455275,0.080681433,0.083345398,0.05461814,0.031429541,0.012091483,0.189198124,0.075957601,0.288367895,0.097173211,0.024112725,0.075721654,0.07308834,0.110618672,0.022060795,0.079003154,0.075794977,0.072379479,0.059881616,0.032563287,0.303317365,0.014930946,0.141845679,0.322611654,0.111983991,0.370338728,0.32291197,0.09968478,0.191510027,0.166725909,0.263822194,0.160148937,0.024603101,0.171481875,0.009872196,0.095743379,0.103220234,0.110880379,0.062897872,0.016380809,0.171935553,1,0.089325347,0.276155058,0.093137459,0.097662833
road127,0.01919268,0.084956545,0.059551583,0.04735197,0.051982701,0.02141811,0.025954195,0.03629146,0.057087599,-0.004096611,0.006507273,0.065394327,0.064442125,0.016832842,0.022300792,0.038174501,0.037457201,0.102419336,0.010681977,0.003297898,0.028384712,-0.004683032,0.030569151,0.067050933,0.036466909,0.053766387,0.041979146,0.029754032,0.05005959,0.075410574,0.008837842,0.031717564,0.000593287,0.027283649,0.082265644,0.031063431,0.025979609,0.095846931,0.104150443,0.000958972,0.079388443,0.042998567,0.515802156,0.038684165,0.061112431,0.038738605,0.38157824,0.043352452,0.035075414,0.050218774,0.305867835,0.034507071,0.034930255,0.035665504,0.060330016,0.033505284,0.133599384,0.023254943,0.078959701,0.058237756,0.026767008,0.102770712,0.053781927,0.076359793,0.034150331,0.011397812,0.064869113,0.035954213,0.047650039,0.012506019,0.030231625,0.069792127,0.089561745,0.019165804,0.048160372,0.028683326,0.016515249,0.029108029,0.032625162,0.017128383,0.127548805,0.072039429,0.061511842,0.014561197,0.020452002,0.005637823,0.051512771,0.017454174,0.006306041,0.069183315,0.033077898,0.026527634,0.034561822,0.026356081,0.067657936,0.016053364,0.045284493,0.046559998,0.058320715,0.040357253,0.102205542,0.036913503,0.047963228,0.032925568,0.085168997,0.050720469,0.026340563,0.065064229,0.00576877,0.021780765,0.025877459,0.033603293,0.025668959,0.011083685,0.068563725,0.089325347,1,0.106444083,0.054284513,0.05247454
road128,0.028082028,0.27925831,0.069962427,0.096520513,0.08924771,0.023520145,0.12210714,0.065595089,0.119851885,0.021305743,0.057523144,0.16920688,0.186329777,0.026456656,0.021064092,0.146487782,0.059536832,0.248888936,0.05033275,0.052942967,0.026899069,-0.01616553,0.073877818,0.181490523,0.049926109,0.115925251,0.117761432,0.071182001,0.0566327,0.219428755,0.035951988,0.037002601,-0.010147947,0.042028194,0.208835745,0.079419176,0.020461952,0.146391936,0.290328345,0.002634444,0.158670408,0.177623851,0.154140315,0.05901433,0.125853033,0.056663564,0.137083047,0.095391318,0.06208067,0.059467633,0.203481774,0.080999262,0.068649011,0.071923579,0.083289273,0.032950038,0.350378955,0.05102158,0.26924705,0.206994017,0.136516026,0.243812353,0.100117946,0.167426206,0.03455409,0.017208302,0.186959308,0.11784707,0.08078284,0.021580323,0.069493335,0.103826671,0.230802492,0.07420132,0.081979992,0.046269094,0.032835488,0.042666434,0.027986714,0.005995985,0.132155727,0.049279804,0.126069857,0.078817487,0.014061427,0.065834692,0.052381953,0.053946288,0.014378978,0.057734962,0.037270208,0.042746869,0.036915357,0.045353755,0.178161931,0.035250172,0.105688951,0.190091972,0.0728351,0.124826872,0.21924288,0.063349997,0.122530935,0.096381444,0.303718723,0.059731027,0.034682964,0.107335463,0.006626062,0.050214092,0.032169591,0.092855245,0.051554658,-0.000148112,0.079512897,0.276155058,0.106444083,1,0.052913209,0.125528837
