,road1,road2,road5,road6,road7,road8,road9,road10,road11,road12,road13,road14,road15,road16,road17,road18,road19,road20,road21,road22,road23,road24,road25,road26,road27,road28,road29,road30,road31,road32,road34,road35,road36,road37,road38,road39,road40,road41,road42,road43,road44,road45,road47,road48,road49,road50,road51,road52,road53,road54,road55,road56,road57,road58,road59,road60,road62,road63,road64,road65,road66,road67,road68,road69,road70,road71,road72,road73,road74,road75,road76,road77,road78,road79,road81,road82,road83,road84,road85,road86,road87,road88,road89,road90,road91,road92,road93,road94,road95,road96,road98,road99,road100,road101,road102,road104,road105,road106,road107,road108,road109,road110,road111,road113,road114,road115,road116,road117,road118,road119,road120,road121,road122,road123,road125,road126,road127,road128,road129,road132
road51,0.043051281,0.101392101,0.078586838,0.069194963,0.083383584,0.027657031,0.046250915,0.062555296,0.085378543,0.001898348,-0.000109855,0.087847602,0.081741247,0.028275457,0.034441605,0.054889979,0.048109292,0.168950852,0.026323137,0.009409095,0.045558916,-0.000242048,0.055989678,0.087897442,0.091018317,0.093119366,0.065647724,0.0735626,0.080199563,0.091173241,0.024768585,0.051458703,-0.00408093,0.053675619,0.067091151,0.051852212,0.036212378,0.129237896,0.124631582,0.00035025,0.077678067,0.030376837,0.579545833,0.081031478,0.073892964,0.079779149,1,0.069388535,0.06154713,0.052840797,0.278238112,0.068899131,0.05949613,0.064216096,0.099594021,0.052568359,0.14816353,0.030911848,0.113476126,0.045565408,0.022648812,0.142737453,0.082182306,0.105842694,0.053522142,0.02100279,0.073893987,0.064477598,0.081599152,0.020771744,0.040735778,0.082040971,0.079626491,0.040910142,0.08241105,0.046228902,0.038241395,0.055049892,0.047609495,0.009777795,0.157670146,0.08719668,0.082985644,0.037921146,0.028507224,0.027234852,0.072659051,0.03276932,-0.010256087,0.100395903,0.063047477,0.042196662,0.055217051,0.036594226,0.091288466,0.076693128,0.065611116,0.059913267,0.088248013,0.061308577,0.156057016,0.064039446,0.077468856,0.044750815,0.104578194,0.066428624,0.0465176,0.085638505,0.006567393,0.037584411,0.056963393,0.042201221,0.036059959,0.05015043,0.100999569,0.133458732,0.38157824,0.137083047,0.064431937,0.065559679
road52,0.029875406,0.080062278,0.080695482,0.057393162,0.078475131,0.011674352,0.0398626,0.074350242,0.070857871,0.014715768,0.005081873,0.095271356,0.096160252,0.063129897,0.022496692,0.140037619,0.073692913,0.17892613,0.043227651,0.03320351,0.037346449,0.007676035,0.067420096,0.119046367,0.054575056,0.064717469,0.08945237,0.060234759,0.07231103,0.128380431,0.044722266,0.028303114,0.006060608,0.053530527,0.088701791,0.0393828,0.043515935,0.113213855,0.169200042,0.021104642,0.066384439,0.119689139,0.069132764,0.042914376,0.132960161,0.055544202,0.069388535,1,0.037174253,0.051974344,0.078801088,0.093710434,0.088755029,0.046633999,0.068597983,0.052892812,0.143426908,0.045001213,0.19925947,0.144934015,0.103722894,0.144706507,0.09371728,0.16321974,0.061190759,0.008980481,0.113869473,0.061448961,0.087821694,0.025516974,0.075229035,0.086441475,0.109115412,0.046786075,0.093499622,0.061915468,0.041799481,0.035611388,0.025811636,0.039182605,0.135467301,0.068816663,0.081944044,0.055845656,0.043937258,0.034809646,0.046619977,0.047900585,0.018388615,0.073409234,0.052151528,0.047811881,0.052128623,0.042408589,0.112515296,0.024208236,0.072283314,0.128456361,0.081132927,0.09029055,0.147108937,0.057435598,0.106077898,0.054880074,0.112783268,0.076542146,0.02823598,0.077345592,0.007900748,0.072045838,0.055855357,0.053817112,0.027893997,0.006302225,0.106518857,0.17444057,0.043352452,0.095391318,0.06080022,0.034984952
road53,0.028881549,0.028825786,0.050543224,0.040158616,0.04070576,-0.009769613,0.02688715,0.045800247,0.035676165,-0.009592096,0.021713963,0.048407681,0.050923113,0.007163855,0.011192415,0.087641779,0.045761923,0.111015833,0.021896253,0.010642849,0.033562766,-0.000536892,0.037309818,0.048039587,0.035637945,0.053781111,0.046281114,0.054142151,0.045432714,0.068364062,0.022947749,0.016209482,-0.003625899,0.027167202,0.059929939,0.015670372,0.039857321,0.074094579,0.092840185,0.020268494,0.061941607,0.068686541,0.057802814,0.022760395,0.064023298,0.062188222,0.06154713,0.037174253,1,0.050364327,0.064205412,0.040025158,0.037170169,0.027447982,0.035843011,0.152447161,0.081573167,0.02382952,0.135171069,0.102568396,0.06565852,0.069331416,0.069452032,0.073583067,0.042243487,0.027558339,0.062513029,0.049195131,0.057548524,0.019982258,0.033496596,0.066563343,0.070022348,0.028447282,0.045123247,0.032769859,0.043205637,0.012258712,0.026465325,0.001884462,0.130863315,0.1330758,0.027895501,0.02440769,0.009893637,0.028590882,0.038102886,0.033800692,0.008033292,0.169757831,0.246230274,0.027786651,0.190821049,0.019722737,0.056141392,0.038956611,0.026506329,0.098960381,0.051235364,0.051368797,0.084731539,0.040461906,0.062015409,0.034798909,0.05552504,0.060350851,0.016158408,0.061115918,0.005082483,0.033310166,0.119789142,0.036677092,0.031487472,-0.004269992,0.076870189,0.09513694,0.035075414,0.06208067,0.042295139,0.038031022
road54,0.022762319,0.110529571,0.046100315,0.134365536,0.052206171,-0.000498671,0.042837524,0.06334677,0.067450961,0.0114827,0.042152849,0.23519908,0.268775564,0.008690399,0.018355912,0.082414461,0.047578346,0.113561478,0.0226053,0.013524389,0.048775229,0.011337137,0.052231913,0.172651093,0.034500568,0.077593479,0.10330108,0.03622826,0.043881109,0.160881068,0.029894867,0.003463877,-0.000944534,0.031666098,0.393574901,0.100041222,0.032907199,0.082820817,0.224615618,0.009138139,0.575066442,0.156237598,0.061717902,0.04161956,0.083148994,0.038931519,0.052840797,0.051974344,0.050364327,1,0.050162052,0.045093259,0.04432059,0.117586286,0.085421163,0.021313734,0.116188869,0.018749768,0.150030043,0.163044136,0.173526009,0.222388034,0.021947738,0.087484442,0.029888383,-0.001160367,0.179308818,0.076035132,0.034418586,0.011296783,0.069062517,0.153855087,0.288162102,0.024516038,0.045644928,0.041371998,0.026017658,0.0203498,0.01578563,0.001831342,0.055030728,0.035996981,0.180254356,0.084823451,0.010517735,0.038630428,0.035180315,0.059392622,0.025157147,0.037163048,0.036778573,0.031663514,0.029125932,0.020111437,0.28549867,0.019919537,0.061412679,0.132315818,0.033457361,0.131313128,0.141433046,0.019603635,0.091392966,0.175180872,0.130916445,0.08039868,0.007488881,0.144821064,0.004611498,0.028754086,0.048374465,0.237481493,0.028675424,0.024642237,0.067504668,0.162298547,0.050218774,0.059467633,0.06802715,0.014643559
road55,0.040479965,0.103979056,0.080561207,0.046969188,0.078931723,0.046736682,0.055329792,0.062196611,0.091345542,-0.006064345,0.022980443,0.080154519,0.085203064,0.025466514,0.035810057,0.078107346,0.05363635,0.145826773,0.052819703,0.017779414,0.041164665,0.011603027,0.058506656,0.068242164,0.046654397,0.083489431,0.07723638,0.077459687,0.077176495,0.069659638,0.040893791,0.061942751,-0.002098343,0.05124373,0.075061853,0.049418183,0.028170052,0.121599016,0.145220375,0.019735889,0.072497337,0.066833605,0.342434746,0.030840094,0.076091635,0.066993837,0.278238112,0.078801088,0.064205412,0.050162052,1,0.064220425,0.059384291,0.074670561,0.092490715,0.043900969,0.173830629,0.060338651,0.156530262,0.09175395,0.042087748,0.123443581,0.090135657,0.115137201,0.046984301,0.014869085,0.061084658,0.062364178,0.088179623,0.02695773,0.045501407,0.076666739,0.08768776,0.049366498,0.082012278,0.043541843,0.045262148,0.063856489,0.038438028,0.00521726,0.137986751,0.058458398,0.07623098,0.045930833,0.02356278,0.027114703,0.059808524,0.031041148,0.007273743,0.070678554,0.041161731,0.065304726,0.040489353,0.043923849,0.088869584,0.052386016,0.092841539,0.090023671,0.086618798,0.048529794,0.16499563,0.065786317,0.087592432,0.052073736,0.114278481,0.072473268,0.045048062,0.067138025,0.011139027,0.031304454,0.035931886,0.04663154,0.061102581,0.000612783,0.110634943,0.097531261,0.305867835,0.203481774,0.072355032,0.077391751
road56,0.04401428,0.066471719,0.0755492,0.054712729,0.244900976,0.008746193,0.03418071,0.21946577,0.050799562,0.022289129,0.004638771,0.0910104,0.10297081,0.031480611,0.024961357,0.100543644,0.048934278,0.145093328,0.044360457,0.029889099,0.057197839,0.00961951,0.045610272,0.09635743,0.047212908,0.072677975,0.065456282,0.061156227,0.084521018,0.092968552,0.023015406,-0.008624704,-0.008845423,0.046405158,0.071936713,0.040180762,0.029765324,0.100698925,0.131804604,0.014050393,0.056409192,0.09895165,0.057273141,0.044193249,0.137327953,0.052453388,0.068899131,0.093710434,0.040025158,0.045093259,0.064220425,1,0.380939179,0.066601799,0.07295936,0.03270859,0.11377677,0.048219054,0.17002776,0.138033996,0.084510267,0.1187861,0.063708474,0.171803663,0.037940885,0.008712652,0.080396737,0.068397199,0.102586167,0.018641814,0.094837588,0.074670089,0.096098284,0.037896685,0.16393389,0.045141764,0.034106457,0.023295956,0.023781847,0.014796678,0.112482953,0.047928035,0.07169158,0.04152238,0.044093582,0.03058788,0.034222917,0.053697017,0.005560995,0.050186112,0.043164808,0.054196553,0.031901255,0.031483527,0.106673803,0.023656786,0.068338055,0.117149396,0.117603605,0.077679091,0.128920046,0.046027491,0.095672308,0.044394574,0.077705491,0.068821102,0.02546652,0.07277484,0.00509801,0.042346144,0.033567691,0.037136187,0.037787377,0.001509242,0.097507647,0.131737808,0.034507071,0.080999262,0.049704681,0.037026656
road57,0.072928795,0.031703073,0.069249049,0.049977793,0.429065813,0.011367308,0.023177921,0.20821097,0.048491732,0.035628253,-0.009600554,0.078964657,0.084671139,0.015960689,0.040677971,0.076690947,0.049238786,0.129879982,0.017895517,0.024890818,0.047346802,0.014150785,0.052992969,0.07086379,0.036788701,0.062848463,0.074073329,0.040417113,0.067749589,0.077604866,0.019601757,-0.002158146,-0.023842031,0.049229951,0.068112708,0.042191807,0.025580718,0.092670922,0.120470242,0.022274084,0.048827718,0.068478965,0.056757407,0.036028139,0.111978594,0.039034014,0.05949613,0.088755029,0.037170169,0.04432059,0.059384291,0.380939179,1,0.059450468,0.079360058,0.027448179,0.087897619,0.045329081,0.142300854,0.09153675,0.057368815,0.096574237,0.056514865,0.141990921,0.058088583,0.001692666,0.069452101,0.054941455,0.081276891,0.016623169,0.081183823,0.060964603,0.081766044,0.036659207,0.140255983,0.042639604,0.032031249,0.028517436,0.030477666,0.003516404,0.091645318,0.042964318,0.057662253,0.043118337,0.022093264,0.031290119,0.031839682,0.038680008,0.01641878,0.050372959,0.040173498,0.031197554,0.024490425,0.044961592,0.09527341,0.016717666,0.063504276,0.085383753,0.160273362,0.074051979,0.116466953,0.052233597,0.069700904,0.050198256,0.047101374,0.066186637,0.036955273,0.067871176,0.011397345,0.036626854,0.041007354,0.034196569,0.03240251,-0.001285553,0.0897354,0.118429988,0.034930255,0.068649011,0.050219805,0.026048583
road58,0.035366803,0.050972258,0.059811712,0.079616697,0.062010247,0.016053953,0.024585072,0.053703153,0.064385363,0.020854229,0.002541283,0.173526444,0.197727448,0.013891075,0.058031071,0.040881384,0.046604658,0.09478063,0.023391052,0.017365086,0.033899864,-0.001518199,0.061783547,0.068506907,0.038382171,0.087942709,0.092172442,0.048245909,0.04343301,0.078941534,0.010349116,0.012767061,0.005734841,0.060339651,0.159608446,0.1322238,0.025030247,0.081906479,0.126249765,0.008235063,0.169018284,0.071616206,0.061314441,0.036922443,0.055274541,0.043091539,0.064216096,0.046633999,0.027447982,0.117586286,0.074670561,0.066601799,0.059450468,1,0.140196347,0.028889597,0.065881059,0.022669352,0.104441252,0.079471326,0.050207549,0.155252006,0.034762028,0.070179395,0.07934012,0.010807403,0.096554904,0.052617683,0.060377226,0.015216948,0.072174054,0.088987173,0.127797203,0.038182491,0.056524932,0.048633118,0.026544554,0.023192739,0.029989111,0.006166951,0.073985056,0.029671431,0.091816468,0.059943541,0.017800505,0.04652962,0.02668321,0.008692351,0.01162288,0.039267573,0.036957318,0.035440793,0.031141452,0.049728372,0.223411302,0.03734167,0.044430159,0.069469043,0.046303427,0.086086606,0.122529959,0.030731607,0.068400014,0.099264906,0.049510669,0.0476421,0.054205189,0.104716482,0.007647268,0.034952991,0.032898501,0.092993021,0.024724205,-0.000838848,0.06180166,0.089472211,0.035665504,0.071923579,0.034405721,0.032783672
road59,0.03366823,0.045968636,0.050245636,0.058451948,0.091848903,0.033741157,0.031104307,0.073357912,0.103222667,0.066957025,0.009673968,0.155776927,0.164758833,0.003307993,0.034691877,0.066491127,0.050366656,0.141759333,0.03585787,0.044378487,0.031715545,0.005350122,0.058187792,0.094799586,0.046872759,0.057400775,0.106725353,0.073120932,0.071413339,0.112702273,0.032895362,0.032287603,-0.030137603,0.0481416,0.114083664,0.143700169,0.01162524,0.079085246,0.127584759,0.01017159,0.10750761,0.060551551,0.083291089,0.054085206,0.0697323,0.04359128,0.099594021,0.068597983,0.035843011,0.085421163,0.092490715,0.07295936,0.079360058,0.140196347,1,0.029259274,0.083309114,0.025597961,0.128421373,0.079521813,0.041745955,0.160060358,0.068470117,0.101716047,0.035347155,0.010044806,0.108614557,0.047969624,0.066192101,0.011367832,0.061329245,0.073710479,0.105961263,0.046166217,0.075244259,0.050834072,0.035736934,0.043256633,0.034220973,0.003015063,0.087508812,0.02972867,0.109261286,0.053500663,-0.003820556,0.045123203,0.044379179,0.013373554,-0.000211098,0.044431372,0.020912649,0.060055469,0.028084227,0.072554682,0.196077946,0.04347891,0.059114869,0.086952652,0.063651489,0.074901923,0.151955674,0.050013589,0.07947713,0.086647433,0.046591815,0.043860096,0.068462932,0.060828812,0.013492008,0.038291376,0.030789066,0.076342385,0.029068095,0.012421732,0.084560021,0.121318257,0.060330016,0.083289273,0.050654543,0.035691882
road60,0.014286932,0.033731254,0.036752233,0.036783653,0.027436663,0.00325624,0.016234528,0.036229695,0.019748688,0.001785933,-0.011694687,0.041997812,0.04400635,0.020858521,0.011723319,0.094528542,0.023154372,0.076217866,0.013311325,-0.002784483,0.039702589,0.013638871,0.016284759,0.036000596,0.037208195,0.050263659,0.023130077,0.01648204,0.021746669,0.04042309,0.024234825,0.013571405,-0.013908666,0.018509279,0.036760759,0.007723023,0.014478905,0.090934106,0.06880314,0.015640229,0.027223303,0.063266351,0.05594711,0.030954606,0.076308216,0.024096572,0.052568359,0.052892812,0.152447161,0.021313734,0.043900969,0.03270859,0.027448179,0.028889597,0.029259274,1,0.058168606,0.020136821,0.08674395,0.074274852,0.060621509,0.063416398,0.034292567,0.081259181,0.02539778,0.045313638,0.032760236,0.024665208,0.026356931,0.007136426,0.045990291,0.066232172,0.052702529,0.010718061,0.039766513,0.022647532,0.022716969,0.016449446,0.016657078,0.01252094,0.288413802,0.435506664,0.024587533,0.015903576,0.011528993,0.010443954,0.037201099,0.021798979,0.002864932,0.547270841,0.547533777,0.028792811,0.618245241,0.018118056,0.051891732,0.05533113,0.030938868,0.073862581,0.034678092,0.030132604,0.04885597,0.033183412,0.061644601,0.0156955,0.037686406,0.065100493,0.019400008,0.06319636,0.002544672,0.024433807,0.39008958,0.0231799,0.029007419,-0.000696131,0.054660619,0.060716165,0.033505284,0.032950038,0.03078276,0.02676354
road62,0.03731286,0.434632492,0.097917899,0.115682091,0.100003582,0.043015876,0.172467261,0.106360394,0.132450216,0.008276704,0.036648531,0.188026059,0.185394948,0.064811222,0.022044103,0.215541812,0.078976499,0.285953951,0.066021858,0.048586489,0.050083374,0.002664325,0.054133796,0.23286517,0.082090891,0.111258773,0.083881137,0.082540239,0.090165442,0.279321936,0.077359707,0.038269419,0.004869363,0.054103453,0.247666937,0.073273402,0.04606049,0.160733459,0.345902757,0.012777822,0.191606861,0.211374816,0.177242072,0.076078183,0.207715451,0.084951862,0.14816353,0.143426908,0.081573167,0.116188869,0.173830629,0.11377677,0.087897619,0.065881059,0.083309114,0.058168606,1,0.07144345,0.334066231,0.264013466,0.190101524,0.255931966,0.105838345,0.239669135,0.049237637,0.021074114,0.229319956,0.114576225,0.114415312,0.0276204,0.123474679,0.152635594,0.28924866,0.052011672,0.107192567,0.052300657,0.05806165,0.059504334,0.025799366,0.037436698,0.19738056,0.100012541,0.147078094,0.056487203,0.050739023,0.04250787,0.081308378,0.078514834,0.030334331,0.101992258,0.065210053,0.064817356,0.070365458,0.04650862,0.188644916,0.032967543,0.150023428,0.234918043,0.09716853,0.160418475,0.257556246,0.067306667,0.209933193,0.081361356,0.570512133,0.120201544,0.035627816,0.143539638,0.013121629,0.069320021,0.061252346,0.103377511,0.059691681,0.007308685,0.156725321,0.336702013,0.133599384,0.350378955,0.083551924,0.052340052
road63,0.029270393,0.095375999,0.046851199,0.0485178,0.0485874,0.037011834,0.131781578,0.035652276,0.042680241,-0.018511085,-0.003349125,0.021945087,0.022139838,0.006776664,0.047706488,0.110159981,0.036855942,0.103177415,0.033239648,0.002667915,0.111338424,0.039891528,0.0345856,0.032220607,0.138427096,0.066749809,0.049504062,0.040960229,0.040951144,0.054662047,0.107356939,0.029352823,0.00813939,0.033802612,0.045357524,0.016767601,0.03366493,0.048965743,0.081906963,0.012711322,0.021279152,0.033613262,0.035661461,0.072074892,0.045840987,0.036460111,0.030911848,0.045001213,0.02382952,0.018749768,0.060338651,0.048219054,0.045329081,0.022669352,0.025597961,0.020136821,0.07144345,1,0.087800154,0.051666413,0.018306595,0.043789712,0.049729915,0.065162715,0.038098928,0.005803029,0.044938235,0.024640193,0.056355798,0.029574989,0.029050514,0.04522365,0.054515932,0.036855057,0.055857756,0.027370591,0.02489036,0.026420987,0.019517301,-0.008355366,0.039446552,0.010102769,0.021504853,0.037344239,0.014580931,0.012595078,0.049402938,0.005503838,-0.004100453,0.021558664,0.018858195,0.038543839,0.014509273,0.032005371,0.034425408,0.077741653,0.479149512,0.054384439,0.049930288,0.029938605,0.086952495,0.035788996,0.029690788,0.026459069,0.049932729,0.047463471,0.033723444,0.055088197,0.0168092,0.03638588,0.010360903,0.006600414,0.38546966,0.020872321,0.063118731,0.073914452,0.023254943,0.05102158,0.040508651,0.018438901
road64,0.061054421,0.170502736,0.147664337,0.172198248,0.141537462,0.013940469,0.064116446,0.147069169,0.133897444,0.009064748,0.045676799,0.240552553,0.243844639,0.063765886,0.047273378,0.349386347,0.11102816,0.37149167,0.132481002,0.058097526,0.09368041,0.001970093,0.113391527,0.292000617,0.086288633,0.164942133,0.15380053,0.145194613,0.125148816,0.326719132,0.110048834,0.071621431,0.004466,0.098119698,0.271380235,0.098172679,0.055668864,0.212667898,0.473492481,0.02623059,0.215081625,0.415978619,0.126867941,0.091205502,0.273609188,0.133667684,0.113476126,0.19925947,0.135171069,0.150030043,0.156530262,0.17002776,0.142300854,0.104441252,0.128421373,0.08674395,0.334066231,0.087800154,1,0.603605302,0.35912054,0.316775641,0.133856887,0.34783885,0.084991389,0.000208254,0.287630729,0.174086872,0.158467162,0.041440585,0.159489836,0.23284783,0.330462242,0.087809511,0.174599368,0.088063124,0.093522256,0.066353275,0.036139892,0.036742689,0.229586298,0.117648315,0.182300106,0.09764363,0.050397427,0.07645443,0.079951765,0.141581707,0.049908783,0.13434258,0.108361099,0.093509528,0.099502362,0.073869871,0.2616891,0.078564172,0.17273715,0.592329192,0.140150065,0.201477186,0.3752879,0.089606903,0.278978846,0.122695543,0.259190979,0.197228608,0.058834791,0.229473898,0.022351579,0.106449585,0.098489264,0.135490269,0.084232898,0.020163766,0.237797622,0.414268612,0.078959701,0.26924705,0.139303027,0.082443359
road65,0.02511181,0.179159872,0.090359299,0.123401987,0.085976269,0.001094506,0.053986325,0.100631794,0.078824727,0.001043257,0.079645451,0.241957202,0.226982734,0.049923503,0.021412932,0.293048084,0.068855459,0.255664131,0.118568891,0.074631437,0.077410109,-0.008546014,0.078386496,0.296826965,0.055074951,0.091370746,0.115933476,0.075253982,0.077643828,0.316038935,0.094956256,0.026139799,0.023618589,0.061409581,0.270987053,0.081995023,0.044191341,0.135997684,0.391679991,0.015701778,0.225503118,0.687928668,0.070311043,0.046808981,0.245080795,0.09153882,0.045565408,0.144934015,0.102568396,0.163044136,0.09175395,0.138033996,0.09153675,0.079471326,0.079521813,0.074274852,0.264013466,0.051666413,0.603605302,1,0.56765503,0.262043763,0.078793842,0.272171091,0.055542652,-0.004835345,0.281889035,0.138549171,0.10167619,0.018791551,0.140574929,0.203571183,0.322165259,0.056552263,0.112592964,0.057419988,0.06232262,0.018901029,0.020648541,0.038634934,0.13087496,0.079669865,0.181877789,0.065390482,0.033857324,0.066718926,0.056191894,0.223809428,0.053479293,0.099051989,0.09609791,0.050987086,0.094434211,0.039746372,0.232153613,0.052838199,0.109422702,0.651838047,0.078724349,0.190702645,0.245647986,0.049496849,0.258594083,0.127930859,0.240541467,0.156856234,0.015978056,0.204770394,0.013146198,0.076943664,0.084379451,0.142667887,0.050552411,0.005437346,0.143189746,0.35758353,0.058237756,0.206994017,0.102084616,0.05569297
road66,0.010341191,0.134647474,0.059176937,0.161259159,0.054408825,-0.003281674,0.041801011,0.064351539,0.038349325,0.005197948,0.108015159,0.183929638,0.187818799,0.045326657,0.010895548,0.202283687,0.047643287,0.152039891,0.103035131,0.028946715,0.048143259,-0.00748701,0.031727593,0.223775115,0.034973585,0.137987763,0.053798713,0.058154329,0.044203514,0.204291246,0.034781529,0.008349434,0.023086959,0.03987625,0.204239606,0.05369741,0.036245994,0.158791787,0.257223942,0.001245913,0.20137825,0.658376003,0.038896475,0.025921186,0.185762992,0.0728236,0.022648812,0.103722894,0.06565852,0.173526009,0.042087748,0.084510267,0.057368815,0.050207549,0.041745955,0.060621509,0.190101524,0.018306595,0.35912054,0.56765503,1,0.181702051,0.043256818,0.189887421,0.029439791,0.003420182,0.19051663,0.07478321,0.04999429,0.008525771,0.123445561,0.144879512,0.220173741,0.02881213,0.063754936,0.036031534,0.035179916,0.011152692,0.008580783,0.04375269,0.091155953,0.079397786,0.140260231,0.036061232,0.035343802,0.041472852,0.030399878,0.283210506,0.067697793,0.086290309,0.082174274,0.026718416,0.080587916,0.024274311,0.181067259,0.017044295,0.056201388,0.38401831,0.046616035,0.125604002,0.133176453,0.032961034,0.331865476,0.087767722,0.183660631,0.111027334,0.012350528,0.202186563,0.010783897,0.052150747,0.068307908,0.115079924,0.021503982,-0.002015354,0.081433675,0.230309747,0.026767008,0.136516026,0.062051788,0.02507971
road67,0.042950316,0.18897824,0.103221635,0.139507221,0.10846848,0.016643847,0.061062217,0.109394611,0.218011082,0.006934717,0.008788625,0.593749654,0.570401766,0.028818456,0.031009479,0.193948726,0.084438829,0.344040259,0.055783843,0.051153681,0.063815287,0.012375536,0.10946218,0.359332053,0.080989442,0.115506357,0.168233226,0.082858031,0.108307949,0.437846531,0.054359649,0.028541502,-0.000104659,0.061791123,0.411157981,0.159269927,0.043341426,0.170177123,0.439026274,0.025675718,0.366497389,0.213871217,0.157486196,0.074243171,0.206804064,0.078520891,0.142737453,0.144706507,0.069331416,0.222388034,0.123443581,0.1187861,0.096574237,0.155252006,0.160060358,0.063416398,0.255931966,0.043789712,0.316775641,0.262043763,0.181702051,1,0.093486439,0.218987339,0.058240731,0.024539689,0.489039019,0.126422484,0.099145484,0.03479646,0.156375696,0.178456329,0.39967278,0.067069337,0.119389785,0.083240254,0.059755356,0.050414752,0.042581557,0.005076567,0.217541634,0.12546661,0.313356906,0.109957202,0.022610844,0.083582246,0.065350346,0.080660728,0.020956474,0.108100656,0.078208672,0.067061196,0.067936307,0.041205686,0.532593299,0.025708405,0.11782743,0.223556048,0.097056024,0.322367307,0.307867085,0.077535979,0.186138693,0.216344153,0.217023561,0.135322344,0.032591824,0.179201109,0.006823126,0.074629377,0.088793998,0.173600571,0.04604146,0.013822611,0.147349525,0.430932457,0.102770712,0.243812353,0.09456058,0.088096418
road68,0.042828366,0.030597697,0.130814491,0.0489036,0.06807752,0.0138812,0.024729142,0.063040637,0.066959414,0.025283194,0.015047846,0.052561697,0.043916865,0.035027375,0.033190394,0.079221217,0.118050319,0.161207542,0.05748598,0.029338997,0.030057587,-0.000954529,0.064737664,0.075918559,0.060490412,0.064351861,0.078122099,0.081611327,0.061241438,0.079021889,0.043718911,0.03705319,-0.016804885,0.056984744,0.036417647,0.040505417,0.017751284,0.0948031,0.107905359,0.011828265,0.02686405,0.052347897,0.076270671,0.050473219,0.070753415,0.058677017,0.082182306,0.09371728,0.069452032,0.021947738,0.090135657,0.063708474,0.056514865,0.034762028,0.068470117,0.034292567,0.105838345,0.049729915,0.133856887,0.078793842,0.043256818,0.093486439,1,0.10495111,0.034165245,0.011459552,0.069365649,0.058497599,0.07781952,0.070216233,0.039403687,0.082110492,0.05567323,0.045258812,0.073968129,0.089806028,0.038178945,0.035009454,0.06862746,0.016539531,0.093502854,0.037199354,0.054209916,0.058283325,0.026656965,0.038054713,0.040999115,0.022168049,0.013129998,0.050185161,0.036902932,0.062836648,0.030887109,0.043177522,0.052448567,0.038611011,0.069158874,0.080086356,0.069259097,0.057052505,0.134573526,0.221174876,0.083415993,0.044801486,0.067125721,0.067549872,0.041501477,0.07061228,0.008836935,0.164258064,0.030928712,0.042648056,0.043339416,0.002703342,0.100301391,0.122143303,0.053781927,0.100117946,0.045558169,0.048753326
road69,0.060565761,0.13249071,0.120527135,0.092749149,0.149511482,0.010409351,0.05440228,0.15922181,0.098204035,0.031230871,0.019947821,0.143825623,0.150027264,0.050424471,0.036027633,0.265151729,0.089254061,0.287430546,0.058973434,0.053723514,0.068533603,-0.002355334,0.080618309,0.241641164,0.083614192,0.100942666,0.132850327,0.079815446,0.11262389,0.271948758,0.074144769,0.108575459,-0.012954007,0.064946164,0.170693429,0.057311249,0.029003304,0.146527121,0.323073927,0.032812576,0.111534628,0.204347462,0.117304826,0.080745319,0.609458808,0.072494777,0.105842694,0.16321974,0.073583067,0.087484442,0.115137201,0.171803663,0.141990921,0.070179395,0.101716047,0.081259181,0.239669135,0.065162715,0.34783885,0.272171091,0.189887421,0.218987339,0.10495111,1,0.062730126,0.019853812,0.237749977,0.127272156,0.15035409,0.028840435,0.335148264,0.17855591,0.228418699,0.051907271,0.163520014,0.070757107,0.081558025,0.053167446,0.043590321,0.02749694,0.211548044,0.114208141,0.140546638,0.075499101,0.049086966,0.047947502,0.067653801,0.073048238,0.019768937,0.111211407,0.092976318,0.083630772,0.083994184,0.069154713,0.161112434,0.036270339,0.13467761,0.241589688,0.145960708,0.173993546,0.248112732,0.067483194,0.171815429,0.08437781,0.176135973,0.156160351,0.044953277,0.156504526,0.010734895,0.084956563,0.095562486,0.088510407,0.057503957,0.007939456,0.180300935,0.339212153,0.076359793,0.167426206,0.089780676,0.064595528
